season,md,home_team,away_team,home_goals,away_goals
1990/1991,5,FC Bayer 05 Uerdingen,VfB Stuttgart,2,0
1990/1991,6,VfL Bochum,Hertha BSC,4,2
1990/1991,6,Karlsruher SC,FC Bayer 05 Uerdingen,2,0
1990/1991,6,1. FC Kaiserslautern,1. FC Nürnberg,3,1
1990/1991,6,Borussia Mönchengladbach,Eintracht Frankfurt,1,1
1990/1991,6,VfB Stuttgart,Bayer 04 Leverkusen,0,2
1990/1991,6,1. FC Cologne,Hamburger SV,1,0
1990/1991,6,SV Werder Bremen,Borussia Dortmund,1,1
1990/1991,6,FC St. Pauli,SG Wattenscheid 09,1,1
1990/1991,6,Fortuna Dusseldorf,Bayern München,1,2
1990/1991,7,SG Wattenscheid 09,Hamburger SV,0,1
1990/1991,7,1. FC Nürnberg,Fortuna Dusseldorf,3,0
1990/1991,7,FC Bayer 05 Uerdingen,1. FC Kaiserslautern,3,7
1990/1991,7,Bayer 04 Leverkusen,Karlsruher SC,1,0
1990/1991,7,FC St. Pauli,VfB Stuttgart,2,2
1990/1991,7,Eintracht Frankfurt,1. FC Cologne,1,0
1990/1991,7,Borussia Dortmund,Borussia Mönchengladbach,1,1
1990/1991,7,Bayern München,VfL Bochum,2,2
1990/1991,7,Hertha BSC,SV Werder Bremen,0,0
1990/1991,8,Borussia Mönchengladbach,Hertha BSC,2,0
1990/1991,8,VfB Stuttgart,SG Wattenscheid 09,1,4
1990/1991,8,Hamburger SV,Eintracht Frankfurt,0,1
1990/1991,8,1. FC Cologne,Borussia Dortmund,0,1
1990/1991,8,VfL Bochum,1. FC Nürnberg,0,0
1990/1991,8,1. FC Kaiserslautern,Bayer 04 Leverkusen,2,1
1990/1991,8,Fortuna Dusseldorf,FC Bayer 05 Uerdingen,0,2
1990/1991,8,Karlsruher SC,FC St. Pauli,1,1
1990/1991,8,SV Werder Bremen,Bayern München,1,0
1990/1991,9,Bayer 04 Leverkusen,Fortuna Dusseldorf,1,1
1990/1991,9,SG Wattenscheid 09,Eintracht Frankfurt,1,0
1990/1991,9,FC Bayer 05 Uerdingen,VfL Bochum,4,1
1990/1991,9,1. FC Nürnberg,SV Werder Bremen,2,3
1990/1991,9,Hertha BSC,1. FC Cologne,0,0
1990/1991,9,Borussia Dortmund,Hamburger SV,1,1
1990/1991,9,VfB Stuttgart,Karlsruher SC,2,2
1990/1991,9,Bayern München,Borussia Mönchengladbach,4,1
1990/1991,9,FC St. Pauli,1. FC Kaiserslautern,1,0
1990/1991,10,Borussia Mönchengladbach,1. FC Nürnberg,2,0
1990/1991,10,Karlsruher SC,SG Wattenscheid 09,1,3
1990/1991,10,SV Werder Bremen,FC Bayer 05 Uerdingen,4,3
1990/1991,10,Fortuna Dusseldorf,FC St. Pauli,0,0
1990/1991,10,VfL Bochum,Bayer 04 Leverkusen,3,1
1990/1991,10,1. FC Kaiserslautern,VfB Stuttgart,2,0
1990/1991,10,Eintracht Frankfurt,Borussia Dortmund,3,1
1990/1991,10,1. FC Cologne,Bayern München,4,0
1990/1991,10,Hamburger SV,Hertha BSC,2,0
1990/1991,11,FC St. Pauli,VfL Bochum,3,3
1990/1991,11,VfB Stuttgart,Fortuna Dusseldorf,1,1
1990/1991,11,Karlsruher SC,1. FC Kaiserslautern,4,2
1990/1991,11,Hertha BSC,Eintracht Frankfurt,1,0
1990/1991,11,Bayern München,Hamburger SV,6,1
1990/1991,11,1. FC Nürnberg,1. FC Cologne,0,4
1990/1991,11,SG Wattenscheid 09,Borussia Dortmund,1,1
1990/1991,11,Bayer 04 Leverkusen,SV Werder Bremen,0,0
1990/1991,11,FC Bayer 05 Uerdingen,Borussia Mönchengladbach,1,1
1990/1991,12,VfL Bochum,VfB Stuttgart,1,1
1990/1991,12,Fortuna Dusseldorf,Karlsruher SC,5,2
1990/1991,12,1. FC Kaiserslautern,SG Wattenscheid 09,1,1
1990/1991,12,Borussia Dortmund,Hertha BSC,3,1
1990/1991,12,Eintracht Frankfurt,Bayern München,1,4
1990/1991,12,Hamburger SV,1. FC Nürnberg,4,0
1990/1991,12,1. FC Cologne,FC Bayer 05 Uerdingen,3,1
1990/1991,12,Borussia Mönchengladbach,Bayer 04 Leverkusen,1,1
1990/1991,12,SV Werder Bremen,FC St. Pauli,1,0
1990/1991,13,SG Wattenscheid 09,Hertha BSC,3,1
1990/1991,13,Bayer 04 Leverkusen,1. FC Cologne,2,0
1990/1991,13,1. FC Nürnberg,Eintracht Frankfurt,0,2
1990/1991,13,Bayern München,Borussia Dortmund,2,3
1990/1991,13,Karlsruher SC,VfL Bochum,3,2
1990/1991,13,VfB Stuttgart,SV Werder Bremen,0,1
1990/1991,13,FC St. Pauli,Borussia Mönchengladbach,1,1
1990/1991,13,FC Bayer 05 Uerdingen,Hamburger SV,0,0
1990/1991,13,1. FC Kaiserslautern,Fortuna Dusseldorf,0,0
1990/1991,14,Borussia Dortmund,1. FC Nürnberg,0,2
1990/1991,14,SV Werder Bremen,Karlsruher SC,2,0
1990/1991,14,Hertha BSC,Bayern München,0,0
1990/1991,14,Eintracht Frankfurt,FC Bayer 05 Uerdingen,4,0
1990/1991,14,Hamburger SV,Bayer 04 Leverkusen,3,1
1990/1991,14,Borussia Mönchengladbach,VfB Stuttgart,2,0
1990/1991,14,VfL Bochum,1. FC Kaiserslautern,0,2
1990/1991,14,Fortuna Dusseldorf,SG Wattenscheid 09,2,1
1990/1991,14,1. FC Cologne,FC St. Pauli,2,0
1990/1991,15,FC St. Pauli,Hamburger SV,0,2
1990/1991,15,1. FC Nürnberg,Hertha BSC,1,4
1990/1991,15,Bayern München,SG Wattenscheid 09,7,0
1990/1991,15,1. FC Kaiserslautern,SV Werder Bremen,1,0
1990/1991,15,Karlsruher SC,Borussia Mönchengladbach,3,2
1990/1991,15,VfB Stuttgart,1. FC Cologne,3,2
1990/1991,15,Bayer 04 Leverkusen,Eintracht Frankfurt,2,2
1990/1991,15,FC Bayer 05 Uerdingen,Borussia Dortmund,1,3
1990/1991,15,VfL Bochum,Fortuna Dusseldorf,0,0
1990/1991,16,1. FC Cologne,Karlsruher SC,0,0
1990/1991,16,Borussia Mönchengladbach,1. FC Kaiserslautern,2,2
1990/1991,16,SV Werder Bremen,Fortuna Dusseldorf,3,1
1990/1991,16,Hertha BSC,FC Bayer 05 Uerdingen,0,0
1990/1991,16,Eintracht Frankfurt,FC St. Pauli,1,1
1990/1991,16,Hamburger SV,VfB Stuttgart,2,0
1990/1991,16,Borussia Dortmund,Bayer 04 Leverkusen,1,1
1990/1991,16,Bayern München,1. FC Nürnberg,1,0
1990/1991,16,SG Wattenscheid 09,VfL Bochum,0,4
1990/1991,17,Karlsruher SC,Hamburger SV,2,2
1990/1991,17,FC Bayer 05 Uerdingen,Bayern München,1,1
1990/1991,17,1. FC Kaiserslautern,1. FC Cologne,2,2
1990/1991,17,1. FC Nürnberg,SG Wattenscheid 09,4,2
1990/1991,17,VfB Stuttgart,Eintracht Frankfurt,2,1
1990/1991,17,FC St. Pauli,Borussia Dortmund,0,2
1990/1991,17,Fortuna Dusseldorf,Borussia Mönchengladbach,4,1
1990/1991,17,VfL Bochum,SV Werder Bremen,1,2
1990/1991,17,Bayer 04 Leverkusen,Hertha BSC,3,1
1990/1991,18,FC St. Pauli,Hertha BSC,2,2
1990/1991,18,Fortuna Dusseldorf,1. FC Cologne,0,2
1990/1991,18,1. FC Kaiserslautern,Hamburger SV,1,0
1990/1991,18,VfL Bochum,Borussia Mönchengladbach,3,0
1990/1991,18,VfB Stuttgart,Borussia Dortmund,7,0
1990/1991,18,Karlsruher SC,Eintracht Frankfurt,2,2
1990/1991,18,SV Werder Bremen,SG Wattenscheid 09,1,1
1990/1991,18,Bayer 04 Leverkusen,Bayern München,1,2
1990/1991,18,FC Bayer 05 Uerdingen,1. FC Nürnberg,0,0
1990/1991,19,SG Wattenscheid 09,FC Bayer 05 Uerdingen,0,0
1990/1991,19,1. FC Cologne,VfL Bochum,0,0
1990/1991,19,1. FC Nürnberg,Bayer 04 Leverkusen,1,0
1990/1991,19,Bayern München,FC St. Pauli,0,1
1990/1991,19,Hertha BSC,VfB Stuttgart,0,2
1990/1991,19,Borussia Dortmund,Karlsruher SC,2,2
1990/1991,19,Eintracht Frankfurt,1. FC Kaiserslautern,4,3
1990/1991,19,Hamburger SV,Fortuna Dusseldorf,1,0
1990/1991,19,Borussia Mönchengladbach,SV Werder Bremen,1,1
1990/1991,20,Borussia Mönchengladbach,SG Wattenscheid 09,1,1
1990/1991,20,VfL Bochum,Hamburger SV,0,1
1990/1991,20,Fortuna Dusseldorf,Eintracht Frankfurt,1,0
1990/1991,20,1. FC Kaiserslautern,Borussia Dortmund,2,2
1990/1991,20,Karlsruher SC,Hertha BSC,3,0
1990/1991,20,VfB Stuttgart,Bayern München,0,3
1990/1991,20,SV Werder Bremen,1. FC Cologne,2,1
1990/1991,20,FC St. Pauli,1. FC Nürnberg,0,0
1990/1991,20,Bayer 04 Leverkusen,FC Bayer 05 Uerdingen,1,0
1990/1991,21,SG Wattenscheid 09,Bayer 04 Leverkusen,1,2
1990/1991,21,Borussia Dortmund,Fortuna Dusseldorf,1,1
1990/1991,21,Hertha BSC,1. FC Kaiserslautern,0,2
1990/1991,21,1. FC Nürnberg,VfB Stuttgart,0,1
1990/1991,21,FC Bayer 05 Uerdingen,FC St. Pauli,2,0
1990/1991,21,1. FC Cologne,Borussia Mönchengladbach,1,3
1990/1991,21,Eintracht Frankfurt,VfL Bochum,1,1
1990/1991,21,Hamburger SV,SV Werder Bremen,3,2
1990/1991,21,Bayern München,Karlsruher SC,3,0
1990/1991,22,VfB Stuttgart,FC Bayer 05 Uerdingen,3,1
1990/1991,22,SV Werder Bremen,Eintracht Frankfurt,1,1
1990/1991,22,Borussia Mönchengladbach,Hamburger SV,1,1
1990/1991,22,Karlsruher SC,1. FC Nürnberg,2,0
1990/1991,22,1. FC Kaiserslautern,Bayern München,2,1
1990/1991,22,Fortuna Dusseldorf,Hertha BSC,4,2
1990/1991,22,VfL Bochum,Borussia Dortmund,2,2
1990/1991,22,FC St. Pauli,Bayer 04 Leverkusen,1,0
1990/1991,22,1. FC Cologne,SG Wattenscheid 09,1,1
1990/1991,23,Borussia Dortmund,SV Werder Bremen,1,1
1990/1991,23,Bayer 04 Leverkusen,VfB Stuttgart,0,0
1990/1991,23,Eintracht Frankfurt,Borussia Mönchengladbach,5,1
1990/1991,23,Hamburger SV,1. FC Cologne,1,1
1990/1991,23,SG Wattenscheid 09,FC St. Pauli,2,2
1990/1991,23,Hertha BSC,VfL Bochum,2,4
1990/1991,23,FC Bayer 05 Uerdingen,Karlsruher SC,1,1
1990/1991,23,1. FC Nürnberg,1. FC Kaiserslautern,1,4
1990/1991,23,Bayern München,Fortuna Dusseldorf,0,1
1990/1991,24,Borussia Mönchengladbach,Borussia Dortmund,2,1
1990/1991,24,1. FC Cologne,Eintracht Frankfurt,2,1
1990/1991,24,Fortuna Dusseldorf,1. FC Nürnberg,3,0
1990/1991,24,1. FC Kaiserslautern,FC Bayer 05 Uerdingen,2,0
1990/1991,24,Hamburger SV,SG Wattenscheid 09,0,0
1990/1991,24,Karlsruher SC,Bayer 04 Leverkusen,2,0
1990/1991,24,SV Werder Bremen,Hertha BSC,6,0
1990/1991,24,VfL Bochum,Bayern München,1,2
1990/1991,24,VfB Stuttgart,FC St. Pauli,2,1
1990/1991,25,FC St. Pauli,Karlsruher SC,2,0
1990/1991,25,Hertha BSC,Borussia Mönchengladbach,1,1
1990/1991,25,1. FC Nürnberg,VfL Bochum,3,2
1990/1991,25,Borussia Dortmund,1. FC Cologne,1,2
1990/1991,25,Eintracht Frankfurt,Hamburger SV,0,6
1990/1991,25,Bayer 04 Leverkusen,1. FC Kaiserslautern,2,2
1990/1991,25,FC Bayer 05 Uerdingen,Fortuna Dusseldorf,1,2
1990/1991,25,Bayern München,SV Werder Bremen,1,1
1990/1991,25,SG Wattenscheid 09,VfB Stuttgart,2,2
1990/1991,26,Fortuna Dusseldorf,Bayer 04 Leverkusen,0,2
1990/1991,26,Borussia Mönchengladbach,Bayern München,1,1
1990/1991,26,Karlsruher SC,VfB Stuttgart,0,0
1990/1991,26,VfL Bochum,FC Bayer 05 Uerdingen,0,2
1990/1991,26,Eintracht Frankfurt,SG Wattenscheid 09,4,0
1990/1991,26,SV Werder Bremen,1. FC Nürnberg,0,0
1990/1991,26,1. FC Cologne,Hertha BSC,2,1
1990/1991,26,Hamburger SV,Borussia Dortmund,4,0
1990/1991,26,1. FC Kaiserslautern,FC St. Pauli,1,0
1990/1991,27,FC St. Pauli,Fortuna Dusseldorf,2,3
1990/1991,27,SG Wattenscheid 09,Karlsruher SC,1,1
1990/1991,27,FC Bayer 05 Uerdingen,SV Werder Bremen,0,0
1990/1991,27,VfB Stuttgart,1. FC Kaiserslautern,2,2
1990/1991,27,Borussia Dortmund,Eintracht Frankfurt,0,3
1990/1991,27,Bayern München,1. FC Cologne,2,2
1990/1991,27,1. FC Nürnberg,Borussia Mönchengladbach,2,2
1990/1991,27,Bayer 04 Leverkusen,VfL Bochum,4,2
1990/1991,27,Hertha BSC,Hamburger SV,1,4
1990/1991,28,Hamburger SV,Bayern München,2,3
1990/1991,28,Borussia Dortmund,SG Wattenscheid 09,2,2
1990/1991,28,SV Werder Bremen,Bayer 04 Leverkusen,1,1
1990/1991,28,Fortuna Dusseldorf,VfB Stuttgart,0,4
1990/1991,28,Borussia Mönchengladbach,FC Bayer 05 Uerdingen,1,1
1990/1991,28,1. FC Cologne,1. FC Nürnberg,3,1
1990/1991,28,VfL Bochum,FC St. Pauli,3,0
1990/1991,28,1. FC Kaiserslautern,Karlsruher SC,3,2
1990/1991,28,Eintracht Frankfurt,Hertha BSC,5,1
1990/1991,29,VfB Stuttgart,VfL Bochum,2,2
1990/1991,29,FC Bayer 05 Uerdingen,1. FC Cologne,0,3
1990/1991,29,1. FC Nürnberg,Hamburger SV,3,1
1990/1991,29,Bayern München,Eintracht Frankfurt,2,0
1990/1991,29,Hertha BSC,Borussia Dortmund,2,2
1990/1991,29,SG Wattenscheid 09,1. FC Kaiserslautern,0,0
1990/1991,29,FC St. Pauli,SV Werder Bremen,0,0
1990/1991,29,Bayer 04 Leverkusen,Borussia Mönchengladbach,2,5
1990/1991,29,Karlsruher SC,Fortuna Dusseldorf,1,1
1990/1991,30,Fortuna Dusseldorf,1. FC Kaiserslautern,0,0
1990/1991,30,Hertha BSC,SG Wattenscheid 09,2,3
1990/1991,30,Hamburger SV,FC Bayer 05 Uerdingen,2,0
1990/1991,30,1. FC Cologne,Bayer 04 Leverkusen,1,1
1990/1991,30,Borussia Mönchengladbach,FC St. Pauli,1,1
1990/1991,30,VfL Bochum,Karlsruher SC,0,1
1990/1991,30,SV Werder Bremen,VfB Stuttgart,0,1
1990/1991,30,Eintracht Frankfurt,1. FC Nürnberg,0,1
1990/1991,30,Borussia Dortmund,Bayern München,2,3
1990/1991,31,1. FC Nürnberg,Borussia Dortmund,1,1
1990/1991,31,FC Bayer 05 Uerdingen,Eintracht Frankfurt,2,3
1990/1991,31,FC St. Pauli,1. FC Cologne,2,0
1990/1991,31,Bayer 04 Leverkusen,Hamburger SV,2,2
1990/1991,31,Bayern München,Hertha BSC,7,3
1990/1991,31,SG Wattenscheid 09,Fortuna Dusseldorf,2,0
1990/1991,31,Karlsruher SC,SV Werder Bremen,1,1
1990/1991,31,1. FC Kaiserslautern,VfL Bochum,4,1
1990/1991,31,VfB Stuttgart,Borussia Mönchengladbach,1,1
1990/1991,32,Hertha BSC,1. FC Nürnberg,2,4
1990/1991,32,Eintracht Frankfurt,Bayer 04 Leverkusen,3,1
1990/1991,32,Borussia Dortmund,FC Bayer 05 Uerdingen,1,0
1990/1991,32,Fortuna Dusseldorf,VfL Bochum,3,4
1990/1991,32,SV Werder Bremen,1. FC Kaiserslautern,1,2
1990/1991,32,Hamburger SV,FC St. Pauli,5,0
1990/1991,32,Borussia Mönchengladbach,Karlsruher SC,2,1
1990/1991,32,1. FC Cologne,VfB Stuttgart,1,6
1990/1991,32,SG Wattenscheid 09,Bayern München,3,2
1990/1991,33,Fortuna Dusseldorf,SV Werder Bremen,1,2
1990/1991,33,1. FC Nürnberg,Bayern München,0,1
1990/1991,33,FC Bayer 05 Uerdingen,Hertha BSC,1,2
1990/1991,33,Bayer 04 Leverkusen,Borussia Dortmund,1,2
1990/1991,33,FC St. Pauli,Eintracht Frankfurt,1,1
1990/1991,33,VfB Stuttgart,Hamburger SV,2,0
1990/1991,33,Karlsruher SC,1. FC Cologne,1,1
1990/1991,33,1. FC Kaiserslautern,Borussia Mönchengladbach,2,3
1990/1991,33,VfL Bochum,SG Wattenscheid 09,0,0
1990/1991,34,Borussia Dortmund,FC St. Pauli,5,2
1990/1991,34,Hertha BSC,Bayer 04 Leverkusen,1,2
1990/1991,34,Eintracht Frankfurt,VfB Stuttgart,4,0
1990/1991,34,SV Werder Bremen,VfL Bochum,2,1
1990/1991,34,1. FC Cologne,1. FC Kaiserslautern,2,6
1990/1991,34,Borussia Mönchengladbach,Fortuna Dusseldorf,2,0
1990/1991,34,SG Wattenscheid 09,1. FC Nürnberg,0,1
1990/1991,34,Hamburger SV,Karlsruher SC,2,2
1990/1991,34,Bayern München,FC Bayer 05 Uerdingen,2,2
1991/1992,1,Stuttgarter Kickers,SG Wattenscheid 09,3,0
1991/1992,1,SV Werder Bremen,Bayern München,1,1
1991/1992,1,Hansa Rostock,1. FC Nürnberg,4,0
1991/1992,1,Fortuna Dusseldorf,Eintracht Frankfurt,1,2
1991/1992,1,FC Schalke 04,Hamburger SV,0,0
1991/1992,1,1. FC Dynamo Dresden,1. FC Kaiserslautern,0,1
1991/1992,1,Bayer 04 Leverkusen,Borussia Mönchengladbach,1,0
1991/1992,1,VfL Bochum,1. FC Cologne,2,2
1991/1992,1,MSV Duisburg,VfB Stuttgart,1,0
1991/1992,1,Karlsruher SC,Borussia Dortmund,2,2
1991/1992,2,VfB Stuttgart,Karlsruher SC,1,0
1991/1992,2,SG Wattenscheid 09,Bayer 04 Leverkusen,3,0
1991/1992,2,Borussia Mönchengladbach,MSV Duisburg,0,0
1991/1992,2,Eintracht Frankfurt,FC Schalke 04,5,0
1991/1992,2,Borussia Dortmund,SV Werder Bremen,2,1
1991/1992,2,Bayern München,Hansa Rostock,1,2
1991/1992,2,1. FC Nürnberg,Fortuna Dusseldorf,3,1
1991/1992,2,Hamburger SV,1. FC Dynamo Dresden,2,0
1991/1992,2,1. FC Kaiserslautern,VfL Bochum,1,1
1991/1992,2,1. FC Cologne,Stuttgarter Kickers,0,0
1991/1992,3,1. FC Dynamo Dresden,Eintracht Frankfurt,2,1
1991/1992,3,Stuttgarter Kickers,Bayer 04 Leverkusen,0,1
1991/1992,3,1. FC Cologne,1. FC Kaiserslautern,1,1
1991/1992,3,SV Werder Bremen,VfB Stuttgart,1,1
1991/1992,3,VfL Bochum,Hamburger SV,2,3
1991/1992,3,Hansa Rostock,Borussia Dortmund,5,1
1991/1992,3,Fortuna Dusseldorf,Bayern München,0,1
1991/1992,3,FC Schalke 04,1. FC Nürnberg,1,0
1991/1992,3,Karlsruher SC,Borussia Mönchengladbach,2,0
1991/1992,3,MSV Duisburg,SG Wattenscheid 09,0,0
1991/1992,4,Borussia Dortmund,Fortuna Dusseldorf,3,1
1991/1992,4,Bayer 04 Leverkusen,MSV Duisburg,2,1
1991/1992,4,1. FC Kaiserslautern,Stuttgarter Kickers,4,3
1991/1992,4,Hamburger SV,1. FC Cologne,1,1
1991/1992,4,SG Wattenscheid 09,Karlsruher SC,1,1
1991/1992,4,1. FC Nürnberg,1. FC Dynamo Dresden,1,1
1991/1992,4,Bayern München,FC Schalke 04,3,2
1991/1992,4,VfB Stuttgart,Hansa Rostock,3,0
1991/1992,4,Borussia Mönchengladbach,SV Werder Bremen,0,2
1991/1992,4,Eintracht Frankfurt,VfL Bochum,2,1
1991/1992,5,1. FC Dynamo Dresden,Bayern München,0,2
1991/1992,5,Karlsruher SC,Bayer 04 Leverkusen,0,0
1991/1992,5,1. FC Kaiserslautern,Hamburger SV,0,0
1991/1992,5,1. FC Cologne,Eintracht Frankfurt,1,1
1991/1992,5,VfL Bochum,1. FC Nürnberg,0,3
1991/1992,5,Stuttgarter Kickers,MSV Duisburg,0,1
1991/1992,5,Fortuna Dusseldorf,VfB Stuttgart,0,3
1991/1992,5,SV Werder Bremen,SG Wattenscheid 09,2,2
1991/1992,5,Hansa Rostock,Borussia Mönchengladbach,2,1
1991/1992,5,FC Schalke 04,Borussia Dortmund,5,2
1991/1992,6,Borussia Mönchengladbach,Fortuna Dusseldorf,3,1
1991/1992,6,Hamburger SV,Stuttgarter Kickers,0,3
1991/1992,6,Borussia Dortmund,1. FC Dynamo Dresden,4,0
1991/1992,6,SG Wattenscheid 09,Hansa Rostock,0,0
1991/1992,6,1. FC Nürnberg,1. FC Cologne,4,0
1991/1992,6,Eintracht Frankfurt,1. FC Kaiserslautern,2,0
1991/1992,6,VfB Stuttgart,FC Schalke 04,1,0
1991/1992,6,Bayer 04 Leverkusen,SV Werder Bremen,0,0
1991/1992,6,Bayern München,VfL Bochum,0,2
1991/1992,6,MSV Duisburg,Karlsruher SC,6,2
1991/1992,7,Stuttgarter Kickers,Karlsruher SC,1,1
1991/1992,7,1. FC Cologne,Bayern München,1,1
1991/1992,7,1. FC Kaiserslautern,1. FC Nürnberg,3,0
1991/1992,7,Hamburger SV,Eintracht Frankfurt,2,1
1991/1992,7,Hansa Rostock,Bayer 04 Leverkusen,2,2
1991/1992,7,1. FC Dynamo Dresden,VfB Stuttgart,1,0
1991/1992,7,VfL Bochum,Borussia Dortmund,0,0
1991/1992,7,SV Werder Bremen,MSV Duisburg,5,1
1991/1992,7,Fortuna Dusseldorf,SG Wattenscheid 09,4,3
1991/1992,7,FC Schalke 04,Borussia Mönchengladbach,3,1
1991/1992,8,Bayern München,1. FC Kaiserslautern,1,0
1991/1992,8,Borussia Dortmund,1. FC Cologne,3,1
1991/1992,8,SG Wattenscheid 09,FC Schalke 04,1,2
1991/1992,8,Borussia Mönchengladbach,1. FC Dynamo Dresden,1,0
1991/1992,8,Eintracht Frankfurt,Stuttgarter Kickers,6,1
1991/1992,8,1. FC Nürnberg,Hamburger SV,1,1
1991/1992,8,Karlsruher SC,SV Werder Bremen,2,1
1991/1992,8,Bayer 04 Leverkusen,Fortuna Dusseldorf,1,1
1991/1992,8,VfB Stuttgart,VfL Bochum,4,1
1991/1992,8,MSV Duisburg,Hansa Rostock,2,0
1991/1992,9,Eintracht Frankfurt,1. FC Nürnberg,2,2
1991/1992,9,Stuttgarter Kickers,SV Werder Bremen,2,1
1991/1992,9,1. FC Cologne,VfB Stuttgart,1,1
1991/1992,9,1. FC Kaiserslautern,Borussia Dortmund,4,0
1991/1992,9,FC Schalke 04,Bayer 04 Leverkusen,0,0
1991/1992,9,1. FC Dynamo Dresden,SG Wattenscheid 09,3,0
1991/1992,9,Hansa Rostock,Karlsruher SC,1,2
1991/1992,9,Fortuna Dusseldorf,MSV Duisburg,1,1
1991/1992,9,VfL Bochum,Borussia Mönchengladbach,3,1
1991/1992,9,Hamburger SV,Bayern München,1,0
1991/1992,10,Borussia Mönchengladbach,1. FC Cologne,2,2
1991/1992,10,MSV Duisburg,FC Schalke 04,2,0
1991/1992,10,Borussia Dortmund,Hamburger SV,2,2
1991/1992,10,Karlsruher SC,Fortuna Dusseldorf,1,5
1991/1992,10,VfB Stuttgart,1. FC Kaiserslautern,4,1
1991/1992,10,Bayer 04 Leverkusen,1. FC Dynamo Dresden,4,0
1991/1992,10,SG Wattenscheid 09,VfL Bochum,1,2
1991/1992,10,1. FC Nürnberg,Stuttgarter Kickers,2,0
1991/1992,10,Bayern München,Eintracht Frankfurt,3,3
1991/1992,10,SV Werder Bremen,Hansa Rostock,1,0
1991/1992,11,Stuttgarter Kickers,Hansa Rostock,1,1
1991/1992,11,1. FC Kaiserslautern,Borussia Mönchengladbach,4,2
1991/1992,11,Eintracht Frankfurt,Borussia Dortmund,3,0
1991/1992,11,Fortuna Dusseldorf,SV Werder Bremen,0,0
1991/1992,11,FC Schalke 04,Karlsruher SC,3,1
1991/1992,11,1. FC Dynamo Dresden,MSV Duisburg,0,0
1991/1992,11,1. FC Cologne,SG Wattenscheid 09,1,1
1991/1992,11,1. FC Nürnberg,Bayern München,1,1
1991/1992,11,VfL Bochum,Bayer 04 Leverkusen,0,2
1991/1992,11,Hamburger SV,VfB Stuttgart,1,1
1991/1992,12,Borussia Dortmund,1. FC Nürnberg,3,2
1991/1992,12,SV Werder Bremen,FC Schalke 04,2,1
1991/1992,12,MSV Duisburg,VfL Bochum,1,1
1991/1992,12,VfB Stuttgart,Eintracht Frankfurt,1,2
1991/1992,12,Karlsruher SC,1. FC Dynamo Dresden,1,0
1991/1992,12,SG Wattenscheid 09,1. FC Kaiserslautern,1,0
1991/1992,12,Borussia Mönchengladbach,Hamburger SV,1,0
1991/1992,12,Bayern München,Stuttgarter Kickers,1,4
1991/1992,12,Hansa Rostock,Fortuna Dusseldorf,3,1
1991/1992,12,Bayer 04 Leverkusen,1. FC Cologne,1,1
1991/1992,13,Eintracht Frankfurt,Borussia Mönchengladbach,0,0
1991/1992,13,1. FC Dynamo Dresden,SV Werder Bremen,2,1
1991/1992,13,FC Schalke 04,Hansa Rostock,5,0
1991/1992,13,Hamburger SV,SG Wattenscheid 09,0,1
1991/1992,13,1. FC Kaiserslautern,Bayer 04 Leverkusen,2,1
1991/1992,13,1. FC Cologne,MSV Duisburg,1,1
1991/1992,13,Stuttgarter Kickers,Fortuna Dusseldorf,0,1
1991/1992,13,Bayern München,Borussia Dortmund,0,3
1991/1992,13,1. FC Nürnberg,VfB Stuttgart,4,3
1991/1992,13,VfL Bochum,Karlsruher SC,1,3
1991/1992,14,Borussia Mönchengladbach,1. FC Nürnberg,1,0
1991/1992,14,MSV Duisburg,1. FC Kaiserslautern,1,1
1991/1992,14,SV Werder Bremen,VfL Bochum,3,0
1991/1992,14,SG Wattenscheid 09,Eintracht Frankfurt,2,4
1991/1992,14,Fortuna Dusseldorf,FC Schalke 04,1,1
1991/1992,14,Hansa Rostock,1. FC Dynamo Dresden,3,0
1991/1992,14,Karlsruher SC,1. FC Cologne,0,1
1991/1992,14,Bayer 04 Leverkusen,Hamburger SV,1,1
1991/1992,14,VfB Stuttgart,Bayern München,3,2
1991/1992,14,Borussia Dortmund,Stuttgarter Kickers,3,1
1991/1992,15,Stuttgarter Kickers,FC Schalke 04,1,1
1991/1992,15,1. FC Cologne,SV Werder Bremen,5,0
1991/1992,15,1. FC Kaiserslautern,Karlsruher SC,3,0
1991/1992,15,Hamburger SV,MSV Duisburg,1,1
1991/1992,15,Bayern München,Borussia Mönchengladbach,3,0
1991/1992,15,Borussia Dortmund,VfB Stuttgart,0,0
1991/1992,15,1. FC Nürnberg,SG Wattenscheid 09,3,1
1991/1992,15,1. FC Dynamo Dresden,Fortuna Dusseldorf,2,0
1991/1992,15,VfL Bochum,Hansa Rostock,3,2
1991/1992,15,Eintracht Frankfurt,Bayer 04 Leverkusen,0,1
1991/1992,16,Karlsruher SC,Hamburger SV,4,1
1991/1992,16,Hansa Rostock,1. FC Cologne,1,1
1991/1992,16,MSV Duisburg,Eintracht Frankfurt,3,6
1991/1992,16,SG Wattenscheid 09,Bayern München,0,0
1991/1992,16,SV Werder Bremen,1. FC Kaiserslautern,0,2
1991/1992,16,Borussia Mönchengladbach,Borussia Dortmund,1,1
1991/1992,16,FC Schalke 04,1. FC Dynamo Dresden,1,1
1991/1992,16,Fortuna Dusseldorf,VfL Bochum,3,0
1991/1992,16,Bayer 04 Leverkusen,1. FC Nürnberg,0,1
